Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
MYB human	4/37	0.011489992545683307	0.04493688865469293	0	0	4.513908480505558	20.160373913614077	CCNA1;IL15;BCL2;ICAM1
ARNT human	3/20	0.011493311752149226	0.044644088506647674	0	0	6.263048016701461	27.970709809413894	BHLHE40;AHR;RELB
NR1H4 human	3/20	0.011493311752149226	0.04434243925998114	0	0	6.263048016701461	27.970709809413894	EDN1;RELA;NFKB1
RXRA human	3/20	0.011493311752149226	0.04404483899649133	0	0	6.263048016701461	27.970709809413894	ABCA1;IL2RA;IL2RG
BRCA1 human	5/57	0.011631542192544881	0.044277403946287514	0	0	3.66260117935758	16.313352805745794	CDKN1A;STAT3;CXCL1;BACH1;JAK1
POU2F1 human	4/38	0.012604347662960117	0.04766279811622667	0	0	4.395121415229096	19.223001744537022	PTGIR;IL2RA;TWIST1;HIST2H2BE
DMTF1 mouse	2/8	0.014565312844836675	0.054715747594748294	0	0	10.438413361169102	44.14522348206257	JUNB;ETS2
ERCC2 human	2/8	0.014565312844836675	0.05435812832942314	0	0	10.438413361169102	44.14522348206257	CDKN1A;BCL2
SMAD7 mouse	2/8	0.014565312844836675	0.05400515347014117	0	0	10.438413361169102	44.14522348206257	NFKBIA;MET
ZFP36 human	2/8	0.014565312844836675	0.05365673312517252	0	0	10.438413361169102	44.14522348206257	IL6;CXCL8
AHR human	3/22	0.014988223893404462	0.05486074258419198	0	0	5.693680015183147	23.91624858598271	MT2A;IL6;IL1B
CTNNB1 human	3/22	0.014988223893404462	0.054511311102764005	0	0	5.693680015183147	23.91624858598271	MMP7;PTGS2;CD44
KLF4 human	4/40	0.015034488844460268	0.054333500823967165	0	0	4.175365344467641	17.525713823914725	CDKN1A;IL6;IL1B;ATF3
SMAD4 mouse	4/40	0.015034488844460268	0.05399178069299882	0	0	4.175365344467641	17.525713823914725	CDKN1A;MMP7;GADD45B;SNAI1
CTNNB1 mouse	5/62	0.01632262065346612	0.05825135245705722	0	0	3.367230116506162	13.856836699714265	MMP7;TWIST1;FAS;PTGS2;MET
NOTCH1 mouse	3/23	0.01693586881849894	0.06006447885318567	0	0	5.446128710175184	22.211063760908484	CDKN1A;HEY1;NFKB1
BTF3 human	2/9	0.018432632454858894	0.0649693403192866	0	0	9.278589654372535	37.05527888828773	SSPN;NFKB1
FOSL1 human	2/9	0.018432632454858894	0.06457075540935232	0	0	9.278589654372535	37.05527888828773	MMP1;ITGB3
HOXA9 human	2/9	0.018432632454858894	0.06417703129100262	0	0	9.278589654372535	37.05527888828773	RELA;NFKB1
SMAD7 human	2/9	0.018432632454858894	0.06378807958620866	0	0	9.278589654372535	37.05527888828773	CDKN1A;MET
SMARCA4 human	2/9	0.018432632454858894	0.06340381404653271	0	0	9.278589654372535	37.05527888828773	CDKN1A;CD44
TBX2 mouse	2/9	0.018432632454858894	0.06302415048936784	0	0	9.278589654372535	37.05527888828773	GREM1;CDKN1A
ZNF148 human	2/9	0.018432632454858894	0.06264900673645493	0	0	9.278589654372535	37.05527888828773	ADORA2A;CXCL5
SMAD1 mouse	3/24	0.01901817737223763	0.0642566821275011	0	0	5.219206680584551	20.68037606139417	CDKN1A;HEY1;TNFRSF11B
MYCN human	4/45	0.02233722043640495	0.07502678158345427	0	0	3.7114358617490146	14.109026820738958	CDKN1A;IFNG;NDRG1;CD44
EPAS1 human	2/10	0.022679557710628764	0.0757311546945557	0	0	8.350730688935283	31.618298969584693	CCR7;MSC
GFI1 mouse	2/10	0.022679557710628764	0.07529085728354085	0	0	8.350730688935283	31.618298969584693	CDKN1A;IL7R
HDAC2 mouse	2/10	0.022679557710628764	0.07485565001600593	0	0	8.350730688935283	31.618298969584693	NFKBIA;CDKN1A
ZNF382 human	2/10	0.022679557710628764	0.07442544513085646	0	0	8.350730688935283	31.618298969584693	STAT3;NFKB1
RARA human	3/26	0.02358852689414139	0.07696599346602705	0	0	4.817729243616509	18.052006586056326	CCNA1;CDKN1A;ICAM1
ERG human	3/27	0.026076724943328078	0.08460119285591097	0	0	4.6392948271862675	16.918172707657412	CXCL8;PIM1;ICAM1
HDAC2 human	3/27	0.026076724943328078	0.08412322001491712	0	0	4.6392948271862675	16.918172707657412	CDKN1A;CXCL8;TWIST1
FOXP3 human	2/11	0.027285765902090836	0.08752905803423522	0	0	7.591573353577529	27.34021718195442	CDKN1A;IL2RA
IRF3 mouse	2/11	0.027285765902090836	0.08704006888320596	0	0	7.591573353577529	27.34021718195442	IL23A;PVR
IRF4 mouse	2/11	0.027285765902090836	0.08655651294496593	0	0	7.591573353577529	27.34021718195442	IL1B;PRDM1
IRF8 human	2/11	0.027285765902090836	0.08607830016626446	0	0	7.591573353577529	27.34021718195442	IL1B;CFLAR
KLF2 human	2/11	0.027285765902090836	0.08560534247304323	0	0	7.591573353577529	27.34021718195442	CDKN1A;CCR7
MSC human	2/11	0.027285765902090836	0.08513755371635993	0	0	7.591573353577529	27.34021718195442	IFNG;IL2RA
PARP1 mouse	2/11	0.027285765902090836	0.08467484962007536	0	0	7.591573353577529	27.34021718195442	RELA;NFKB1
PROX1 human	2/11	0.027285765902090836	0.08421714773023713	0	0	7.591573353577529	27.34021718195442	IFNG;TWIST1
SP4 human	2/11	0.027285765902090836	0.08376436736609606	0	0	7.591573353577529	27.34021718195442	RELA;NFKB1
STAT2 human	2/11	0.027285765902090836	0.08331642957269449	0	0	7.591573353577529	27.34021718195442	IRF1;PTGS2
IRF7 human	2/12	0.03223168648479785	0.09789517544052964	0	0	6.958942240779401	23.902611398545183	CCL5;CD80
TCF7L2 human	2/12	0.03223168648479785	0.09737721154930991	0	0	6.958942240779401	23.902611398545183	STAT3;PTGS2
RUNX3 human	3/30	0.034348948824165684	0.10322763041367686	0	0	4.175365344467641	14.075924270140296	CDKN1A;CASP7;CFLAR
RB1 human	3/31	0.03737297806873359	0.1117275941217114	0	0	4.0406761398073945	13.280924024096244	CDKN1A;TP53BP2;HBP1
ATF4 mouse	2/13	0.0374984768551742	0.11151890773075245	0	0	6.423638991488679	21.091729333714646	CDKN1A;IL6
TP73 human	2/13	0.0374984768551742	0.1109410895559817	0	0	6.423638991488679	21.091729333714646	CDKN1A;PMAIP1
XBP1 mouse	2/13	0.0374984768551742	0.11036922826961067	0	0	6.423638991488679	21.091729333714646	IRF4;PRDM1
PGR mouse	2/14	0.04306799880652768	0.1261119349668067	0	0	5.964807634953773	18.75917115860432	NFKBIA;KLF5
PROX1 mouse	2/14	0.04306799880652768	0.12546850672718013	0	0	5.964807634953773	18.75917115860432	IFNG;TWIST1
SATB1 human	2/15	0.04892279572789909	0.14180160589152477	0	0	5.567153792623522	16.798952377565737	IL2RA;BCL2
ETS1 mouse	4/59	0.05273388946646981	0.15207601457249628	0	0	2.8307561657407736	8.329491429834516	PRDM1;PTGS2;IL7R;MET
IKZF1 mouse	2/16	0.055046070489319344	0.15794626255980576	0	0	5.219206680584551	15.133532354479735	CASZ1;IL7R
NFE2L2 human	2/16	0.055046070489319344	0.15715653124700674	0	0	5.219206680584551	15.133532354479735	CXCL8;SOD2
STAT6 mouse	2/16	0.055046070489319344	0.1563746579572206	0	0	5.219206680584551	15.133532354479735	ITGB3;TNF
MYB mouse	2/17	0.0614216639244084	0.1736226242615703	0	0	4.912194522903107	13.704986729287745	CDKN1A;PTGS2
POU2F2 mouse	2/17	0.0614216639244084	0.17276734039821282	0	0	4.912194522903107	13.704986729287745	CSF3;IFNG
NR3C1 human	3/38	0.062135531410656	0.17391857076217931	0	0	3.296341061421822	9.15867692311907	CDKN1A;NFKB1;PNRC1
FOXA2 human	2/18	0.06803403408039993	0.1894996754141871	0	0	4.6392948271862675	12.469251671689253	ABCA1;MMP7
RBPJ mouse	2/18	0.06803403408039993	0.18857977407722504	0	0	4.6392948271862675	12.469251671689253	CDKN1A;PRDM1
EZH2 human	3/40	0.07031040855738395	0.19394803519935377	0	0	3.1315240083507305	8.313680893488847	CDKN1A;TWIST1;FBXO32
KLF4 mouse	2/19	0.07486823598669677	0.20552770552117236	0	0	4.395121415229096	11.392267065305264	CEBPB;PTGS2
NR0B2 mouse	2/19	0.07486823598669677	0.20454431937035336	0	0	4.395121415229096	11.392267065305264	CDKN1A;MTF1
NR3C1 mouse	2/19	0.07486823598669677	0.20357029880192312	0	0	4.395121415229096	11.392267065305264	NFKBIA;PTGS2
SMAD2 mouse	2/19	0.07486823598669677	0.20260551065594243	0	0	4.395121415229096	11.392267065305264	CDKN1A;GADD45B
NANOG mouse	2/20	0.08190990203534797	0.2206158210480363	0	0	4.175365344467641	10.447329400663495	SNAI1;NFKB1
SREBF2 human	2/20	0.08190990203534797	0.21958006601964175	0	0	4.175365344467641	10.447329400663495	ABCA1;FAS
VHL human	2/20	0.08190990203534797	0.21855399094478362	0	0	4.175365344467641	10.447329400663495	TFRC;BHLHE40
FOXA1 human	2/21	0.0891452231183659	0.23675312744459034	0	0	3.976538423302515	9.61323598221817	ABCA1;BCL2
AHR mouse	2/22	0.09656093002384485	0.25526060668340467	0	0	3.7957866767887647	8.872959083981725	IL6;PTGS2
NRF1 mouse	2/22	0.09656093002384485	0.2540842905235733	0	0	3.7957866767887647	8.872959083981725	IL1RN;PVR
USF2 human	3/47	0.10238242529441997	0.2681668112069441	0	0	2.665126815617643	6.073931175118404	ABCA1;PTGS2;THBS1
ATF1 human	2/24	0.11188301817055313	0.2917132574218531	0	0	3.4794711203897006	7.621090585097794	CCNA1;BCL2
FOXO1 human	2/24	0.11188301817055313	0.29038728806993563	0	0	3.4794711203897006	7.621090585097794	EDN1;IL6
HDAC3 human	2/24	0.11188301817055313	0.28907331844065987	0	0	3.4794711203897006	7.621090585097794	LSS;TNF
SMAD3 mouse	3/49	0.11244659547434332	0.2892207478191443	0	0	2.5563461292659024	5.586324085743368	GADD45B;IL23A;SNAI1
TCF4 human	2/25	0.11976540309706898	0.30666387967904213	0	0	3.340292275574113	7.08883648884333	BCL2;CD44
TWIST2 human	2/25	0.11976540309706898	0.30529484450190353	0	0	3.340292275574113	7.08883648884333	CD44;ICAM1
MITF human	2/26	0.12778014818043223	0.32427762049345243	0	0	3.2118194957443396	6.60813902089556	BCL2A1;MET
SIRT1 mouse	2/26	0.12778014818043223	0.32284276376560533	0	0	3.2118194957443396	6.60813902089556	IL6;RELA
AATF mouse	1/6	0.13538139064953278	0.3405408548937587	0	0	6.958942240779401	13.915514041482991	CDKN1A
ARNTL human	1/6	0.13538139064953278	0.33904725465299657	0	0	6.958942240779401	13.915514041482991	BHLHE40
CEBPZ human	1/6	0.13538139064953278	0.3375666989558219	0	0	6.958942240779401	13.915514041482991	GZMB
EHMT2 mouse	1/6	0.13538139064953278	0.336099017656014	0	0	6.958942240779401	13.915514041482991	CDKN1A
EOMES mouse	1/6	0.13538139064953278	0.33464404355360705	0	0	6.958942240779401	13.915514041482991	PRF1
ETV5 mouse	1/6	0.13538139064953278	0.3332016123313932	0	0	6.958942240779401	13.915514041482991	PTGS2
FOXO4 human	1/6	0.13538139064953278	0.33177156249306106	0	0	6.958942240779401	13.915514041482991	SOD2
FOXP2 human	1/6	0.13538139064953278	0.3303537353029198	0	0	6.958942240779401	13.915514041482991	MET
HDGF human	1/6	0.13538139064953278	0.32894797472716264	0	0	6.958942240779401	13.915514041482991	FAS
MEF2D human	1/6	0.13538139064953278	0.3275541273766238	0	0	6.958942240779401	13.915514041482991	ATF3
MSX1 human	1/6	0.13538139064953278	0.3261720424509841	0	0	6.958942240779401	13.915514041482991	HEY1
NEUROG3 mouse	1/6	0.13538139064953278	0.3248015716843833	0	0	6.958942240779401	13.915514041482991	INSM1
PAX3 human	1/6	0.13538139064953278	0.3234425692923984	0	0	6.958942240779401	13.915514041482991	MET
PIAS1 human	1/6	0.13538139064953278	0.32209489192034674	0	0	6.958942240779401	13.915514041482991	MUC1
PLAG1 mouse	1/6	0.13538139064953278	0.32075839859287647	0	0	6.958942240779401	13.915514041482991	FAS
RELB mouse	1/6	0.13538139064953278	0.3194329506648067	0	0	6.958942240779401	13.915514041482991	BIRC2
SATB1 mouse	1/6	0.13538139064953278	0.318118411773182	0	0	6.958942240779401	13.915514041482991	BCL2
SFPQ human	1/6	0.13538139064953278	0.316814647790505	0	0	6.958942240779401	13.915514041482991	CXCL8
SOX6 human	1/6	0.13538139064953278	0.3155215267791152	0	0	6.958942240779401	13.915514041482991	CDKN1A
SPDEF mouse	1/6	0.13538139064953278	0.31423891894667977	0	0	6.958942240779401	13.915514041482991	CDKN1A
TCF21 mouse	1/6	0.13538139064953278	0.3129666966027661	0	0	6.958942240779401	13.915514041482991	CDKN1A
TWIST2 mouse	1/6	0.13538139064953278	0.3117047341164646	0	0	6.958942240779401	13.915514041482991	CDKN1A
ZBTB33 mouse	1/6	0.13538139064953278	0.31045290787503305	0	0	6.958942240779401	13.915514041482991	MMP7
ZFP148 mouse	1/6	0.13538139064953278	0.3092110962435329	0	0	6.958942240779401	13.915514041482991	CDKN1A
NFIC human	2/27	0.1359164270785925	0.309196334111061	0	0	3.092863218124178	6.172473792338402	ALAS1;TFPI2
ESR1 mouse	2/29	0.15251246946934455	0.345573889154745	0	0	2.8795623065294076	5.4150426010087545	CDKN1A;STAT3
SNAI1 mouse	2/29	0.15251246946934455	0.3442079844545286	0	0	2.8795623065294076	5.4150426010087545	SNAI1;PTGS2
TWIST1 mouse	2/29	0.15251246946934455	0.342852834909432	0	0	2.8795623065294076	5.4150426010087545	CDKN1A;TNF
GATA1 human	3/57	0.15606178934478335	0.349456006728907	0	0	2.197560707614548	4.08197618857332	MUC1;IFNG;BACH1
ELK1 mouse	1/7	0.15609519043771797	0.34816544429662877	0	0	5.964807634953773	11.07837317454437	IL6
FOXC2 mouse	1/7	0.15609519043771797	0.346810714941389	0	0	5.964807634953773	11.07837317454437	ITGB3
GABPA mouse	1/7	0.15609519043771797	0.34546648736409674	0	0	5.964807634953773	11.07837317454437	IL7R
HNF1B mouse	1/7	0.15609519043771797	0.34413263992253657	0	0	5.964807634953773	11.07837317454437	SOCS3
HSF2 human	1/7	0.15609519043771797	0.3428090528459114	0	0	5.964807634953773	11.07837317454437	TXN
ING1 human	1/7	0.15609519043771797	0.3414956081989922	0	0	5.964807634953773	11.07837317454437	CDKN1A
JUND mouse	1/7	0.15609519043771797	0.34019218984708766	0	0	5.964807634953773	11.07837317454437	CCL5
KLF10 human	1/7	0.15609519043771797	0.33889868342181356	0	0	5.964807634953773	11.07837317454437	CDKN1A
MEF2A mouse	1/7	0.15609519043771797	0.33761497628764003	0	0	5.964807634953773	11.07837317454437	MMP10
MSX2 human	1/7	0.15609519043771797	0.33634095750919607	0	0	5.964807634953773	11.07837317454437	BCL2
NCOR1 human	1/7	0.15609519043771797	0.3350765178193119	0	0	5.964807634953773	11.07837317454437	G0S2
NFATC2 human	1/7	0.15609519043771797	0.3338215495877789	0	0	5.964807634953773	11.07837317454437	IFNG
NR2F2 human	1/7	0.15609519043771797	0.3325759467908096	0	0	5.964807634953773	11.07837317454437	HEY1
NR3C2 human	1/7	0.15609519043771797	0.3313396049811783	0	0	5.964807634953773	11.07837317454437	CD40
SIN3A mouse	1/7	0.15609519043771797	0.3301124212590258	0	0	5.964807634953773	11.07837317454437	CEBPB
CTCF human	2/30	0.16095272490740783	0.33912917314439067	0	0	2.783576896311761	5.084605681926489	CSF2;IRAK2
YBX1 human	2/30	0.16095272490740783	0.33788237471371274	0	0	2.783576896311761	5.084605681926489	FAS;MET
CIITA human	2/31	0.16947546965610374	0.35447067096569684	0	0	2.6937840932049295	4.781593600721232	IRF1;IRF2
ATF5 human	1/8	0.17631375845136524	0.36742757691872097	0	0	5.219206680584551	9.057881798678888	BCL2
BRCA1 mouse	1/8	0.17631375845136524	0.36609147663901653	0	0	5.219206680584551	9.057881798678888	CDKN1A
CDX1 human	1/8	0.17631375845136524	0.3647650582453969	0	0	5.219206680584551	9.057881798678888	PTGS2
DNMT3A mouse	1/8	0.17631375845136524	0.36344821687989004	0	0	5.219206680584551	9.057881798678888	IFNG
ERG mouse	1/8	0.17631375845136524	0.3621408491932718	0	0	5.219206680584551	9.057881798678888	SNAI1
FOXC1 mouse	1/8	0.17631375845136524	0.36084285331802707	0	0	5.219206680584551	9.057881798678888	SNAI1
FOXD3 human	1/8	0.17631375845136524	0.35955412884189125	0	0	5.219206680584551	9.057881798678888	NDRG1
FOXF2 human	1/8	0.17631375845136524	0.3582745767819557	0	0	5.219206680584551	9.057881798678888	BAMBI
FOXG1 mouse	1/8	0.17631375845136524	0.3570040995593246	0	0	5.219206680584551	9.057881798678888	CDKN1A
GLI1 mouse	1/8	0.17631375845136524	0.3557426009743094	0	0	5.219206680584551	9.057881798678888	PVR
IRF2 human	1/8	0.17631375845136524	0.3544899861821463	0	0	5.219206680584551	9.057881798678888	TAP1
IRF9 human	1/8	0.17631375845136524	0.35324616166922645	0	0	5.219206680584551	9.057881798678888	CDKN1A
KCNIP3 mouse	1/8	0.17631375845136524	0.3520110352298236	0	0	5.219206680584551	9.057881798678888	TNFAIP3
KLF8 human	1/8	0.17631375845136524	0.3507845159433085	0	0	5.219206680584551	9.057881798678888	EPSTI1
MAZ human	1/8	0.17631375845136524	0.3495665141518387	0	0	5.219206680584551	9.057881798678888	MMP1
MEF2C human	1/8	0.17631375845136524	0.34835694143851054	0	0	5.219206680584551	9.057881798678888	NR4A1
MTA1 mouse	1/8	0.17631375845136524	0.34715571060596395	0	0	5.219206680584551	9.057881798678888	CDKN1A
MYBL2 human	1/8	0.17631375845136524	0.345962735655428	0	0	5.219206680584551	9.057881798678888	CCNA1
MYF6 mouse	1/8	0.17631375845136524	0.3447779317661971	0	0	5.219206680584551	9.057881798678888	CDKN1A
NR0B2 human	1/8	0.17631375845136524	0.34360121527552745	0	0	5.219206680584551	9.057881798678888	PTGS2
RBMX human	1/8	0.17631375845136524	0.342432503658944	0	0	5.219206680584551	9.057881798678888	JUNB
STAT5B human	1/8	0.17631375845136524	0.3412717155109476	0	0	5.219206680584551	9.057881798678888	IFNG
CDX2 human	2/32	0.1780719371395289	0.3435103922522669	0	0	2.6096033402922756	4.503047153183235	CDKN1A;PTGS2
LEF1 mouse	2/32	0.1780719371395289	0.3423537916049529	0	0	2.6096033402922756	4.503047153183235	MMP7;PTGS2
BCL11B mouse	1/9	0.196048910273335	0.3756507643156855	0	0	4.6392948271862675	7.559225741921622	AHR
DNMT3A human	1/9	0.196048910273335	0.3743944072443956	0	0	4.6392948271862675	7.559225741921622	CDKN1A
ELF3 human	1/9	0.196048910273335	0.37314642588691427	0	0	4.6392948271862675	7.559225741921622	PTGS2
FOXO3 mouse	1/9	0.196048910273335	0.37190673676436636	0	0	4.6392948271862675	7.559225741921622	SOCS3
GFI1B mouse	1/9	0.196048910273335	0.37067525750355723	0	0	4.6392948271862675	7.559225741921622	SOCS3
GLI3 mouse	1/9	0.196048910273335	0.369451906818727	0	0	4.6392948271862675	7.559225741921622	PVR
HIC1 human	1/9	0.196048910273335	0.3682366044936654	0	0	4.6392948271862675	7.559225741921622	STAT3
HIPK2 human	1/9	0.196048910273335	0.36702927136417796	0	0	4.6392948271862675	7.559225741921622	CDKN1A
MYCN mouse	1/9	0.196048910273335	0.36582982930089636	0	0	4.6392948271862675	7.559225741921622	NDRG1
NCOA3 mouse	1/9	0.196048910273335	0.36463820119242435	0	0	4.6392948271862675	7.559225741921622	NFKBIA
PER1 mouse	1/9	0.196048910273335	0.3634543109288126	0	0	4.6392948271862675	7.559225741921622	BHLHE40
HNF4A mouse	2/36	0.21303242245943244	0.3936618550949383	0	0	2.3196474135931338	3.5868960954240623	CEBPB;CFB
SREBF1 mouse	2/36	0.21303242245943244	0.3923919781430191	0	0	2.3196474135931338	3.5868960954240623	CDKN1A;FAS
GATA2 mouse	1/10	0.21531218026263538	0.39531593225069067	0	0	4.175365344467641	6.4119678612416555	CSF2
MYF5 mouse	1/10	0.21531218026263538	0.39404889400629745	0	0	4.175365344467641	6.4119678612416555	CDKN1A
NFE2 mouse	1/10	0.21531218026263538	0.39278995185292265	0	0	4.175365344467641	6.4119678612416555	TNF
NFIL3 mouse	1/10	0.21531218026263538	0.3915390284393783	0	0	4.175365344467641	6.4119678612416555	PTGS2
NR4A1 mouse	1/10	0.21531218026263538	0.39029604739671364	0	0	4.175365344467641	6.4119678612416555	EDN1
SPDEF human	1/10	0.21531218026263538	0.3890609333226734	0	0	4.175365344467641	6.4119678612416555	SQSTM1
TAL1 human	1/10	0.21531218026263538	0.3878336117664505	0	0	4.175365344467641	6.4119678612416555	NFKB1
TBX21 mouse	1/10	0.21531218026263538	0.3866140092137258	0	0	4.175365344467641	6.4119678612416555	IFNG
TBX3 mouse	1/10	0.21531218026263538	0.38540205307198994	0	0	4.175365344467641	6.4119678612416555	CDKN1A
TFAP2A mouse	1/10	0.21531218026263538	0.38419767165614	0	0	4.175365344467641	6.4119678612416555	ITPR1
TFAP2C human	1/10	0.21531218026263538	0.3830007941743451	0	0	4.175365344467641	6.4119678612416555	CDKN1A
TRP63 mouse	1/10	0.21531218026263538	0.3818113507141764	0	0	4.175365344467641	6.4119678612416555	CDKN1A
ZBTB16 human	1/10	0.21531218026263538	0.3806292722289932	0	0	4.175365344467641	6.4119678612416555	BCL2
MEF2A human	1/11	0.23411482824793828	0.41259125595547147	0	0	3.7957866767887647	5.511268039397799	MMP10
NPM1 human	1/11	0.23411482824793828	0.4113217443986854	0	0	3.7957866767887647	5.511268039397799	CDKN1A
PAX6 human	1/11	0.23411482824793828	0.41006002125635815	0	0	3.7957866767887647	5.511268039397799	MET
POU1F1 human	1/11	0.23411482824793828	0.408806015075146	0	0	3.7957866767887647	5.511268039397799	INSM1
PPARD mouse	1/11	0.23411482824793828	0.4075596552730877	0	0	3.7957866767887647	5.511268039397799	ANGPTL4
RARA mouse	1/11	0.23411482824793828	0.406320872126361	0	0	3.7957866767887647	5.511268039397799	KLF5
TFAP2C mouse	1/11	0.23411482824793828	0.4050895967562811	0	0	3.7957866767887647	5.511268039397799	CDKN1A
FOXA2 mouse	2/40	0.2485624439296082	0.4287889893770583	0	0	2.0876826722338206	2.9061820075008304	CCL20;BIRC2
APC human	1/12	0.25246784592922106	0.4342142771854977	0	0	3.4794711203897006	4.7893924190329935	PTGS2
NR1I2 mouse	1/12	0.25246784592922106	0.43291033040716287	0	0	3.4794711203897006	4.7893924190329935	CDKN1A
NR1I3 mouse	1/12	0.25246784592922106	0.43161419169336895	0	0	3.4794711203897006	4.7893924190329935	MCL1
NR4A2 mouse	1/12	0.25246784592922106	0.43032579112114994	0	0	3.4794711203897006	4.7893924190329935	GCH1
OTX2 human	1/12	0.25246784592922106	0.42904505959995604	0	0	3.4794711203897006	4.7893924190329935	IL6
SREBF2 mouse	1/12	0.25246784592922106	0.4277719288593034	0	0	3.4794711203897006	4.7893924190329935	CDKN1A
TBX21 human	1/12	0.25246784592922106	0.4265063314366427	0	0	3.4794711203897006	4.7893924190329935	IFNG
AR mouse	1/13	0.27038196335781234	0.45542212707171337	0	0	3.2118194957443396	4.200801800534754	TNF
CUX1 mouse	1/13	0.27038196335781234	0.4540826502273848	0	0	3.2118194957443396	4.200801800534754	CDKN1A
E2F3 human	1/13	0.27038196335781234	0.4527510295522312	0	0	3.2118194957443396	4.200801800534754	CDKN1A
FLI1 mouse	1/13	0.27038196335781234	0.45142719613248783	0	0	3.2118194957443396	4.200801800534754	UPP1
KAT2B human	1/13	0.27038196335781234	0.4501110818580491	0	0	3.2118194957443396	4.200801800534754	CDKN1A
MYBL2 mouse	1/13	0.27038196335781234	0.4488026194107873	0	0	3.2118194957443396	4.200801800534754	CCNA1
NFYC human	1/13	0.27038196335781234	0.4475017422530749	0	0	3.2118194957443396	4.200801800534754	FAS
STAT5A human	1/13	0.27038196335781234	0.4462083846165053	0	0	3.2118194957443396	4.200801800534754	IFNG
ZEB1 human	1/13	0.27038196335781234	0.4449224814908093	0	0	3.2118194957443396	4.200801800534754	MUC1
PAX6 mouse	2/43	0.2753386355661331	0.45177689916167235	0	0	1.942030392775647	2.5047405676760244	MET;BCL9L
TCF3 mouse	2/44	0.28425907805394746	0.46507717354958167	0	0	1.8978933383943823	2.387301594223215	CDKN1A;INSM1
EGR2 mouse	1/14	0.2878676550247364	0.46963551719749846	0	0	2.9824038174768863	3.7138515825442995	CEBPB
GLI2 mouse	1/14	0.2878676550247364	0.46829752427100985	0	0	2.9824038174768863	3.7138515825442995	NDP
MYOG mouse	1/14	0.2878676550247364	0.46696713357705816	0	0	2.9824038174768863	3.7138515825442995	CDKN1A
NFYB human	1/14	0.2878676550247364	0.4656442805074347	0	0	2.9824038174768863	3.7138515825442995	FAS
SNAI2 human	1/14	0.2878676550247364	0.4643289011839674	0	0	2.9824038174768863	3.7138515825442995	CD44
TCF3 human	1/14	0.2878676550247364	0.46302093244823794	0	0	2.9824038174768863	3.7138515825442995	CDKN1A
HNF4A human	2/45	0.2931687924603	0.4702229789180654	0	0	1.8557179308745073	2.2769784316496504	CDKN1A;MMP7
IRF3 human	1/15	0.3049351459440735	0.48772540149598315	0	0	2.783576896311761	3.3059322511731586	CCL5
MLXIPL mouse	1/15	0.3049351459440735	0.48636304003929043	0	0	2.783576896311761	3.3059322511731586	FAS
NR4A1 human	1/15	0.3049351459440735	0.48500826834001665	0	0	2.783576896311761	3.3059322511731586	TNF
RFX1 human	1/15	0.3049351459440735	0.4836610231501833	0	0	2.783576896311761	3.3059322511731586	CD70
TP63 human	1/15	0.3049351459440735	0.48232124192262044	0	0	2.783576896311761	3.3059322511731586	CDKN1A
PITX1 human	1/16	0.32159441764725066	0.5072663328082324	0	0	2.6096033402922756	2.9605013045146404	IRF2
ESR2 mouse	1/17	0.3378552139251725	0.5314471822349132	0	0	2.4560972614515535	2.6652040683779963	BCL2
GATA1 mouse	1/17	0.3378552139251725	0.5299871625034986	0	0	2.4560972614515535	2.6652040683779963	CCNA1
GATA3 mouse	1/17	0.3378552139251725	0.5285351428802013	0	0	2.4560972614515535	2.6652040683779963	IFNG
SP7 mouse	1/17	0.3378552139251725	0.5270910577903647	0	0	2.4560972614515535	2.6652040683779963	COL5A3
WT1 mouse	1/17	0.3378552139251725	0.5256548423740423	0	0	2.4560972614515535	2.6652040683779963	CSF1
NR5A2 mouse	1/18	0.3537270465373631	0.5488536510131368	0	0	2.3196474135931338	2.410646528052298	TNF
RFX5 human	1/18	0.3537270465373631	0.5473662427448084	0	0	2.3196474135931338	2.410646528052298	IFNG
ESR2 human	1/19	0.3692192005213748	0.5697950364802837	0	0	2.197560707614548	2.189572073310236	CDKN1A
RUNX2 human	1/19	0.3692192005213748	0.5682592008024393	0	0	2.197560707614548	2.189572073310236	TWIST1
ELK1 human	1/20	0.38434073975367167	0.5899423720412541	0	0	2.0876826722338206	1.9962959848477033	MCL1
MSX2 mouse	1/20	0.38434073975367167	0.5883607571028057	0	0	2.0876826722338206	1.9962959848477033	LSS
NFYA human	1/20	0.38434073975367167	0.5867875999982528	0	0	2.0876826722338206	1.9962959848477033	FAS
PAX3 mouse	1/20	0.38434073975367167	0.5852228330649241	0	0	2.0876826722338206	1.9962959848477033	MET
POU2F1 mouse	1/20	0.38434073975367167	0.5836663893599642	0	0	2.0876826722338206	1.9962959848477033	IFNG
RB1 mouse	1/20	0.38434073975367167	0.5821182026507865	0	0	2.0876826722338206	1.9962959848477033	CDKN1A
USF1 mouse	1/20	0.38434073975367167	0.5805782074056787	0	0	2.0876826722338206	1.9962959848477033	TNFAIP3
RUNX2 mouse	2/57	0.3977861847622126	0.5993031965678718	0	0	1.4650404717430319	1.3505338494229617	THBS1;HBEGF
GATA4 mouse	1/22	0.41350715544508704	0.621348909892486	0	0	1.8978933383943823	1.6759925224617074	ANKRD1
