Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
HDAC7 human	1/13	0.12251321261076642	0.3497752220037381	0	0	7.6923076923076925	16.15027997512726	MMP10
GLI2 mouse	1/14	0.1312937743788508	0.3729788316931533	0	0	7.142857142857142	14.502270814561209	NDP
TBP human	1/15	0.13998690873161904	0.39570556874135876	0	0	6.666666666666666	13.108042465366275	IL6
HOXA10 human	1/15	0.13998690873161904	0.3937562802253915	0	0	6.666666666666666	13.108042465366275	IL15
IRF3 human	1/15	0.13998690873161904	0.3918261023811494	0	0	6.666666666666666	13.108042465366275	CCL5
NR4A1 human	1/15	0.13998690873161904	0.3899147555402657	0	0	6.666666666666666	13.108042465366275	TNF
SATB1 human	1/15	0.13998690873161904	0.38802196546482753	0	0	6.666666666666666	13.108042465366275	IL2RA
ATF2 mouse	1/16	0.14859348181119025	0.409888300068549	0	0	6.25	11.915881322811435	TNF
STAT6 mouse	1/16	0.14859348181119025	0.40791768324129635	0	0	6.25	11.915881322811435	TNF
MYB mouse	1/17	0.15711435119222805	0.42924542837685276	0	0	5.88235294117647	10.88694933653079	PTGS2
NR1H3 mouse	1/17	0.15711435119222805	0.42720140252743916	0	0	5.88235294117647	10.88694933653079	MAP3K8
RUNX1 mouse	1/17	0.15711435119222805	0.42517675133062666	0	0	5.88235294117647	10.88694933653079	CD40
FOXA2 human	1/18	0.16555036603580536	0.44589273116247574	0	0	5.555555555555555	9.991554466458897	MMP7
GLI2 human	1/18	0.16555036603580536	0.4437993380584266	0	0	5.555555555555555	9.991554466458897	BHLHE41
NR5A2 mouse	1/18	0.16555036603580536	0.44172550937591054	0	0	5.555555555555555	9.991554466458897	TNF
GLI1 human	1/19	0.17390236715270527	0.4618523332288126	0	0	5.263157894736842	9.206638134555671	BHLHE41
KLF4 mouse	1/19	0.17390236715270527	0.4597141279823829	0	0	5.263157894736842	9.206638134555671	PTGS2
PML human	1/19	0.17390236715270527	0.45759562969674983	0	0	5.263157894736842	9.206638134555671	TNFAIP3
SMAD2 mouse	1/19	0.17390236715270527	0.4554965671752051	0	0	5.263157894736842	9.206638134555671	GADD45B
SMARCA4 mouse	1/19	0.17390236715270527	0.45341667417440507	0	0	5.263157894736842	9.206638134555671	NFKBIA
ARNT human	1/20	0.182171186958547	0.47281703524241064	0	0	5.0	8.51404223148214	RELB
USF1 mouse	1/20	0.182171186958547	0.47067759164402867	0	0	5.0	8.51404223148214	TNFAIP3
MSX2 mouse	1/20	0.182171186958547	0.4685574223122988	0	0	5.0	8.51404223148214	LSS
NANOG mouse	1/20	0.182171186958547	0.46645626795215395	0	0	5.0	8.51404223148214	NFKB1
PAX3 mouse	1/20	0.182171186958547	0.46437387389879614	0	0	5.0	8.51404223148214	MET
RXRA human	1/20	0.182171186958547	0.4623099900148015	0	0	5.0	8.51404223148214	IL2RA
HIF1A mouse	1/21	0.19035764983475928	0.4809478675028653	0	0	4.761904761904762	7.899288612875955	PTGS2
NRF1 mouse	1/22	0.1984625719282345	0.49921642542300393	0	0	4.545454545454546	7.35070341432382	IL1RN
NOTCH1 mouse	1/23	0.20648676131857788	0.5171225469864384	0	0	4.3478260869565215	6.858778167276384	NFKB1
FLI1 human	1/24	0.2144310182188985	0.5346729755589129	0	0	4.166666666666666	6.415696607172482	MMP1
HDAC4 human	1/24	0.2144310182188985	0.5323483104477872	0	0	4.166666666666666	6.415696607172482	PTGS2
TWIST2 human	1/25	0.22229613484504876	0.5494852510671985	0	0	4.0	6.0149793810997405	ICAM1
HNF1A human	1/26	0.23008289572668275	0.5662816097411028	0	0	3.8461538461538463	5.6512139184241965	TM4SF1
MITF human	1/26	0.23008289572668275	0.5638512165662483	0	0	3.8461538461538463	5.6512139184241965	MET
RARA human	1/26	0.23008289572668275	0.5614415959826318	0	0	3.8461538461538463	5.6512139184241965	ICAM1
SIRT1 mouse	1/26	0.23008289572668275	0.5590524828082376	0	0	3.8461538461538463	5.6512139184241965	IL6
YY1 mouse	1/27	0.23779207752429157	0.5753359163829258	0	0	3.7037037037037033	5.319846707369967	TNFRSF4
HDAC2 human	1/27	0.23779207752429157	0.5729083386766687	0	0	3.7037037037037033	5.319846707369967	CXCL8
NFIC human	1/27	0.23779207752429157	0.5705011607830692	0	0	3.7037037037037033	5.319846707369967	TFPI2
MEF2C mouse	1/28	0.2454244493195781	0.5863487889601635	0	0	3.571428571428571	5.017021861389229	IL1RN
TWIST1 mouse	1/29	0.252980772589684	0.6018834214529565	0	0	3.4482758620689653	4.739454451075238	TNF
LEF1 human	1/29	0.252980772589684	0.5993859798701641	0	0	3.4482758620689653	4.739454451075238	MMP7
SNAI1 mouse	1/29	0.252980772589684	0.5969091783004526	0	0	3.4482758620689653	4.739454451075238	PTGS2
YBX1 human	1/30	0.2604618012849767	0.6120316400564678	0	0	3.333333333333333	4.484330215609899	MET
RUNX3 human	1/30	0.2604618012849767	0.6095233136627938	0	0	3.333333333333333	4.484330215609899	CFLAR
CIITA human	1/31	0.2678682819607093	0.6242970979574082	0	0	3.225806451612903	4.249225498422465	IRF1
DNMT1 human	1/31	0.2678682819607093	0.6217593048762805	0	0	3.225806451612903	4.249225498422465	IL32
SMAD3 human	1/31	0.2678682819607093	0.6192420607269838	0	0	3.225806451612903	4.249225498422465	ANGPTL4
CDX2 human	1/32	0.2752009537742224	0.6336280024398426	0	0	3.125	4.032042834936249	PTGS2
NR3C1 human	1/38	0.31768748194977636	0.7285122578045072	0	0	2.631578947368421	3.017597738401478	NFKB1
FOXA2 mouse	1/40	0.3312915354401823	0.7566698669453764	0	0	2.5	2.7618912988356934	CCL20
PAX6 mouse	1/43	0.3511932019412653	0.7989295550137948	0	0	2.3255813953488373	2.43353203271578	MET
TCF3 mouse	1/44	0.3576952382847675	0.8104919883357231	0	0	2.272727272727273	2.3365316928219224	INSM1
HNF4A human	1/45	0.36413243667788175	0.8218166851504762	0	0	2.2222222222222223	2.2449725344241993	MMP7
MYCN human	1/45	0.36413243667788175	0.8185811863900413	0	0	2.2222222222222223	2.2449725344241993	NDRG1
USF2 human	1/47	0.376814886705751	0.8437698051332698	0	0	2.127659574468085	2.0765983591870643	PTGS2
E2F1 mouse	1/49	0.3892456229672477	0.8682001981027282	0	0	2.040816326530612	1.925601455340292	NFKB1
SMAD3 mouse	1/49	0.3892456229672477	0.8648219872151689	0	0	2.040816326530612	1.925601455340292	GADD45B
BRCA1 human	1/57	0.43654940104748474	0.9661616589074178	0	0	1.7543859649122806	1.4541293591926518	CXCL1
WT1 human	1/57	0.43654940104748474	0.9624313050120225	0	0	1.7543859649122806	1.4541293591926518	HBEGF
RUNX2 mouse	1/57	0.43654940104748474	0.9587296461465915	0	0	1.7543859649122806	1.4541293591926518	HBEGF
ESR1 human	1/76	0.5347903032317255	1.0	0	0	1.3157894736842104	0.8235270598650016	SERPINB9
